x,f
29430.0,0.00722
29440.0,0.007
29450.0,0.007
29460.0,0.00686
29470.0,0.00607
29480.0,0.006
29490.0,0.006
29500.0,0.006
29510.0,0.00593
29520.0,0.00515
29530.0,0.005
29540.0,0.005
29550.0,0.005
29560.0,0.005
29570.0,0.005
29580.0,0.005
29590.0,0.005
29600.0,0.005
29610.0,0.005
29620.0,0.005
29630.0,0.005
29640.0,0.005
29650.0,0.005
29660.0,0.005
29670.0,0.005
29680.0,0.00468
29690.0,0.004
29700.0,0.004
29710.0,0.004
29720.0,0.004
29730.0,0.004
29740.0,0.004
29750.0,0.004
29760.0,0.004
29770.0,0.004
29780.0,0.004
29790.0,0.004
29800.0,0.004
29810.0,0.004
29820.0,0.004
29830.0,0.004
29840.0,0.004
29850.0,0.001
29860.0,0.0002
29870.0,0.0
